niat,Jawapan
batal_keadaan,"Jangan risau. Jika anda perlu membatalkan tempahan anda kerana kecemasan atau keadaan yang tidak dapat dielakkan, kami boleh membantu: Polisi Keadaan Meringankan Kami dilindungi jika: Perubahan kepada keperluan perjalanan kerajaan. Perubahan tidak dijangka kepada keperluan visa atau pasport yang dikenakan oleh agensi kerajaan yang menghalang perjalanan ke destinasi. Ini tidak termasuk dokumen perjalanan yang hilang atau tamat tempoh atau keadaan peribadi lain yang berkaitan dengan kebenaran tetamu untuk melakukan perjalanan. Mengisytiharkan kecemasan dan wabak. Kerajaan mengisytiharkan kecemasan tempatan atau kebangsaan, wabak, wabak dan kecemasan kesihatan awam. Ini tidak termasuk penyakit yang endemik atau biasanya dikaitkan dengan sesuatu kawasan—contohnya, malaria di Thailand atau demam denggi di Hawaii. Sekatan perjalanan kerajaan. Sekatan perjalanan yang dikenakan oleh agensi kerajaan yang menghalang atau melarang perjalanan ke, tinggal di atau pulang dari lokasi Penyenaraian. Ini tidak termasuk nasihat perjalanan yang tidak mengikat dan panduan kerajaan yang serupa. Tindakan ketenteraan dan permusuhan lain. Perbuatan perang, permusuhan, pencerobohan, perang saudara, keganasan, letupan, pengeboman, pemberontakan, rusuhan, pemberontakan, kekacauan awam, dan pergolakan awam. Bencana alam. Bencana alam, perbuatan Tuhan, gangguan utiliti penting secara besar-besaran, letusan gunung berapi, tsunami dan kejadian cuaca buruk dan tidak normal yang lain. Ini tidak termasuk cuaca atau keadaan semula jadi yang cukup biasa untuk diramalkan di lokasi tersebut—contohnya, taufan yang berlaku semasa musim taufan di Florida. 1. Pastikan anda mempunyai sebarang dokumentasi yang diperlukan 2. Batalkan penginapan anda atau Pengalaman Airbnb dengan memilih Saya mempunyai keadaan peringan 3. Hubungi kami untuk memfailkan tuntutan, dan kami akan membimbing anda melalui langkah seterusnya, yang termasuk menyerahkan sebarang dokumentasi yang diperlukan dan menunggu pasukan kami menyemak kes anda Penting: Tuntutan mesti diserahkan dalam tempoh 14 hari selepas pembatalan."
batal_pilihan,"Jika tempahan anda dibuat pada atau selepas 31 Mei 2022 dan COVID-19 menjejaskan rancangan perjalanan anda, dasar pembatalan Hos anda akan dikenakan. Polisi Keadaan Peringan kami tidak meliputi pembatalan berkaitan COVID-19 untuk tempahan ini, kecuali untuk tempahan domestik di Korea Selatan yang tetamu atau Hos menghidap COVID-19."
batal_tempahsemula,"Walaupun tempahan yang dibatalkan tidak boleh dipulihkan, anda boleh menghubungi Hos dan membuat tempahan baharu. Hantar mesej kepada Hos dan pastikan anda mencapai persetujuan sebelum membuat tempahan semula. Mereka akan menghantar tawaran istimewa kepada anda dengan butiran tempahan yang dipersetujui khusus. Anda mempunyai 24 jam untuk menerima tawaran istimewa. Pergi ke Perjalanan dan klik Dibatalkan Pilih tempahan yang ingin anda tempah semula Klik Mesej hos Jika anda tidak mendapat bayaran balik penuh untuk tempahan asal yang dibatalkan, anda boleh menghubungi kami untuk meminta bayaran balik penuh selepas anda membuat tempahan semula."
batal_pengembaraan,"Pengembaraan Airbnb berbeza daripada pengalaman kerana ia berlaku selama beberapa hari dan boleh termasuk penginapan semalaman, jadi dasar pembatalan berbeza sedikit. Anda boleh mendapatkan bayaran balik penuh untuk sebarang pengembaraan jika anda membatalkan sekurang-kurangnya 30 hari sebelum pengembaraan dijadualkan bermula, atau dalam masa 24 jam selepas pembelian. Cukup mudah!"
hos_bataltempahan,"Apabila pembatalan berlaku, anda akan menerima e-mel dengan butiran penuh, termasuk maklumat bayaran balik anda. Masa bayaran balik mungkin berbeza bergantung pada cara anda membayar. Jika pembatalan anda berlaku dalam masa 30 hari selepas daftar masuk, kami juga boleh membantu dalam menempah semula penyenaraian yang setanding atau lebih baik."
hos_batalkan,"Kadangkala Hos tidak dapat menampung penginapan anda, dan dalam kebanyakan kes akan memberitahu anda berita buruk itu lebih awal. Jangan batalkan untuk mereka—hantar mereka permintaan pembatalan supaya anda tidak terlepas mendapatkan bayaran balik terbaik anda atau anda boleh mengisi borang yang muncul di sudut kanan bawah skrin anda.
Pergi ke Perjalanan dan klik perjalanan yang ingin anda batalkan
Klik Tunjukkan butiran perjalanan
Klik Tukar atau batalkan
Klik Batalkan tempahan
Di bawah Sila pilih sebab, pilih Hos saya perlu membatalkan
Di sebelah Adakah mereka mengatakan mereka tidak boleh mengehos anda lagi? pilih Ya
Klik Minta hos untuk membatalkan
Hos mempunyai 48 jam untuk bertindak balas. Jika perjalanan anda bermula dalam masa seminggu, mereka perlu bertindak balas dalam masa 24 jam. Jika mereka menerima permintaan anda atau tidak membalas, anda akan mendapat bayaran balik penuh. Jika mereka menolak, mereka masih boleh menjadi tuan rumah penginapan anda.

Jika Hos anda telah pun membatalkan, bayaran balik penuh anda sedang dalam perjalanan."
hos_batalpengalaman,"Kadangkala Hos mungkin perlu membatalkan sebelum atau semasa pengalaman kerana cuaca buruk dan kebimbangan keselamatan. Jika ini berlaku, anda akan mendapat bayaran balik penuh dan anda boleh menempah semula pengalaman itu jika anda mahu. Satu lagi sebab Hos boleh membatalkan adalah jika mereka memerlukan ID daripada anda sebagai tetamu utama, tetapi tidak menerimanya dalam masa 3 hari selepas tempahan. Sekali lagi, jika tempahan dibatalkan, anda akan dikembalikan."
daftarmasuk_lancar,"Cari butiran tempahan anda Pergi ke halaman Perjalanan anda untuk mencari maklumat penting, seperti alamat, maklumat hubungan Hos anda dan resit pengebilan anda. Maklumat daftar masuk biasanya tersedia 3 hari sebelum tempahan bermula. Berkomunikasi dengan Hos anda Sebelum tarikh ketibaan anda, hantar mesej kepada Hos anda untuk mengesahkan: Masa daftar masuk dan daftar keluar Butiran ketibaan Pertukaran kunci atau kaedah akses alternatif Maklumat hubungan dan sama ada salah seorang daripada anda akan tiada akses telefon atau internet semasa perjalanan Mana-mana soalan lain yang mungkin anda ada Semasa ketibaan Pertukaran kunci secara peribadi Sesetengah Hos mungkin ingin menyambut anda secara peribadi untuk memberikan anda kunci atau kod masuk ke tempat mereka. Jika ya, cari nasihat perjalanan supaya anda boleh memberi masa tambahan untuk berjumpa sekiranya berlaku perkara seperti kelewatan penerbangan, cuaca buruk atau penutupan jalan. Kaedah daftar masuk lain Pilihan lain termasuk: Daftar masuk sendiri Pemesejan dengan arahan untuk masuk Meninggalkan kunci dalam peti kunci Mempunyai jiran, Hos Bersama atau orang pintu bertemu tetamu"
daftarmasuk_arahan,"Pergi ke Perjalanan dan klik Tunjukkan lagi rancangan perjalanan Klik Tunjukkan butiran Pergi ke Daftar masuk & keluar untuk arahan daftar masuk Pastikan anda menyemak kedua-dua e-mel anda dan mesej anda untuk arahan daftar masuk. Jika tempahan anda kurang daripada 48 jam lagi dan maklumat daftar masuk anda tidak tersedia, sudah tiba masanya untuk menghantar mesej kepada Hos anda untuk mendapatkan maklumat tersebut."
daftarmasuk_isu,"Hantar mesej kepada Hos anda

Hantar permintaan bayaran balik atau hantar melalui borang yang baru sahaja muncul di sudut kanan bawah skrin anda.
Inilah cara untuk menyediakan:
Kumpul bukti: Jika boleh, ambil foto atau video untuk mendokumentasikan isu seperti kemudahan yang hilang atau rosak.
Serahkan permintaan anda: Anda akan menerangkan isu tersebut, memberikan foto atau video jika boleh dan memberitahu Hos cara anda ingin menyelesaikan isu tersebut.
Tunggu jawapan: Jika Hos anda menolak atau tidak bertindak balas, anda boleh meminta Airbnb untuk membantu. Airbnb akan merujuk kepada Dasar Tempahan Semula dan Bayaran Balik untuk menentukan bantuan yang boleh kami berikan.

Melibatkan Airbnb
Walaupun kami sentiasa mahu Hos dan tetamu menyelesaikan masalah secara langsung jika mereka boleh, kami tahu ia tidak selalu boleh dilakukan. Jika timbul isu yang anda tidak dapat selesaikan dengan Hos anda (atau Hos anda menolak atau tidak membalas permintaan bayaran balik anda), beritahu kami dan seseorang daripada pasukan kami akan bertindak untuk membantu.

Jika kami mendapati isu itu dilindungi oleh AirCover, kami akan memberikan anda bayaran balik penuh atau sebahagian, atau bergantung pada keadaan, mencari tempat penginapan yang serupa atau lebih baik untuk anda.

Ingat bahawa anda mempunyai 72 jam untuk melaporkan sebarang isu kepada kami dari masa penemuan."
cetak_daftar,"Pergi ke Perjalanan dan pilih perjalanan yang anda ingin cetak butiran untuk Klik Tunjukkan butiran Di bawah butiran Tempahan, klik Cetak butiran"
tahap_pengembaraan,"Takrifan ini dicipta dengan kerjasama Persatuan Perdagangan Pengembaraan Pengembaraan (ATTA): Cahaya: Tetamu harus selesa duduk, berdiri atau berjalan untuk jangka masa yang panjang. Aktiviti mungkin termasuk perkara seperti pendakian mudah, lawatan berjalan kaki, lawatan hidupan liar dan kelas memasak atau seni. Sebarang aktiviti yang lebih berat adalah pilihan. Sederhana: Tetamu harus selesa mengambil bahagian dalam beberapa jam aktiviti fizikal (3+ jam). Aktiviti mungkin termasuk perkara seperti pendakian yang lebih lama, berbasikal, berkayak, snorkeling dan menunggang kuda atau unta. Berat: Tetamu harus selesa menyertai aktiviti yang sangat fizikal yang mungkin berlangsung sepanjang hari (6+ jam), dan pengalaman lalu dengan aktiviti yang disertakan adalah disyorkan. Aktiviti sehari penuh mungkin termasuk perkara seperti mendaki panjang, menunggang basikal dan berkayak. Pengembaraan juga mungkin termasuk ketinggian yang lebih tinggi, pendakian/penurunan curam, arus deras dan rupa bumi atau air yang lebih kasar. Extreme: Pengembaraan ini adalah yang paling mencabar dari segi fizikal, jadi pengalaman terdahulu atau latihan berkaitan amat dinasihatkan. Aktiviti sangat mencabar dan mungkin berlangsung sepanjang hari (8+ jam). Aktiviti sepanjang hari mungkin termasuk perkara seperti mendaki yang berat, berbasikal di atas rupa bumi yang tidak rata dan memanjat batu yang sengit. Pengembaraan juga mungkin termasuk ketinggian yang lebih tinggi, pendakian/penurunan curam, arus deras dan rupa bumi atau air yang lebih kasar."
EA_petua,"Perkara yang perlu dibawa bersama anda ke pengalaman Berikut ialah beberapa bahan yang perlu dipertimbangkan untuk digunakan untuk setiap jenis aktiviti fizikal. Minuman sukan air atau elektrolit Kit pertolongan cemas Pek ais Pemantau tekanan darah/jantung Aplikasi pertolongan cemas negara anda Apl bahaya negara anda Sebelum aktiviti Berikut adalah beberapa cadangan sebelum anda mengambil bahagian dalam aktiviti fizikal: Tidur dengan betul (6–8 jam) malam sebelum aktiviti Elakkan meminum alkohol atau mengambil apa-apa bahan yang mungkin menjejaskan kadar dan kesedaran jantung anda. Makan makanan yang banyak dan sihat sebelum melakukan aktiviti (cth: buah-buahan, protein dan karbohidrat) dan elakkan makanan yang mengandungi lemak dan rempah yang mungkin merengsakan perut Tanya tuan rumah daripada pengalaman tentang tahap kesukaran aktiviti dari segi masa, jarak, ketinggian dan usaha—berhati-hati dengan umur dan keadaan fizikal anda sebelum anda mendaftar untuk aktiviti Semak ramalan dan gunakan pakaian dan kasut yang sesuai Kenal pasti pusat perubatan terdekat sekiranya berlaku kecemasan Petua semasa aktiviti Semasa aktiviti adalah penting untuk memeriksa keadaan kesihatan anda. Berikut ialah beberapa petua yang dicadangkan: Sebelum memulakan aktiviti fizikal, memanaskan badan dan meregangkan badan selama sekurang-kurangnya 10 minit Periksa tekanan darah dan kekerapan pernafasan beberapa minit sebelum Ambil jumlah air atau minuman sukan elektrolit dalam jangkauan anda—tidak digalakkan untuk minum cecair sepanjang masa, hanya apabila anda berasa dahaga Gunakan pelindung matahari, pakai topi, dan lindungi diri anda daripada matahari dengan berdiri di bawah kawasan yang berlorek jika boleh Tulis nombor telefon kecemasan—memiliki kad kecemasan ringkas dengan anda akan memastikan masa untuk menghubungi ahli keluarga atau rakan (kadangkala mengakses nombor hubungan kecemasan pada telefon mudah alih mengambil lebih banyak masa) Berhati-hati dengan persekitaran dan pastikan barang-barang anda rapat Dalam aktiviti luar kongsi lokasi anda melalui aplikasi mudah alih, peranti atau pemancar GPS—di sesetengah kawasan, rangkaian mudah alih mungkin tidak cekap, jadi kami mengesyorkan berkongsi lokasi anda dengan hos anda serta saudara atau rakan yang tidak menghadiri aktiviti Petua untuk selepas aktiviti Selepas aktiviti fizikal, badan manusia memerlukan fasa sejuk. Berikut ialah beberapa petua untuk pemulihan: Minum air atau minuman sukan elektrolit sehingga anda berasa puas. berterusan, adalah disyorkan untuk memeriksa dengan doktor Sakit kepala boleh menjadi tanda dehidrasi, yang bermaksud adalah penting untuk minum air atau minuman sukan elektrolit"
EA_pemindahan,"Sokongan yang ditawarkan oleh International SOS International SOS akan membantu menyokong pemindahan yang diperlukan dari segi perubatan untuk tetamu pengalaman dan pengembaraan dan akan memberikan pengesyoran pakar berkenaan penjagaan kesihatan secara global untuk memastikan tetamu mendapat akses kepada penjagaan perubatan yang paling sesuai. Jika perlu dari segi perubatan, SOS Antarabangsa akan membuat cadangan dan menguruskan proses pemindahan perubatan dari hujung ke hujung. SOS antarabangsa dan perkhidmatan kecemasan SOS antarabangsa tidak direka bentuk untuk menjadi pengganti perkhidmatan kecemasan tempatan. Jika terdapat sebarang keraguan, perkhidmatan kecemasan tempatan harus dihubungi sebelum menghubungi International SOS. Perancangan kecemasan Kami mengesyorkan agar semua tetamu dan hos yang terlibat dalam pengalaman menyediakan pelan kecemasan sekiranya berlaku bencana alam atau sebarang jenis kecemasan lain yang boleh berlaku semasa pengalaman. Ketahui lebih lanjut tentang membuat pelan kecemasan."
pengalaman_marin,"Untuk Pengalaman dan Pengembaraan Airbnb yang merangkumi haiwan, Airbnb telah bekerjasama dengan Perlindungan Haiwan Dunia untuk menyediakan garis panduan dan artikel yang bertujuan mempromosikan keselamatan haiwan liar di alam liar dan dalam kurungan, serta haiwan peliharaan di bawah jagaan manusia. Di bawah ialah beberapa amalan terbaik untuk diikuti bagi melindungi hidupan marin apabila menyertai aktiviti lautan seperti menyelam dan snorkeling: Jangan mendekati atau menyentuh haiwan itu dengan sengaja. Pengendali pelancongan yang bertanggungjawab akan mengingatkan tetamu untuk tidak memberi makan atau memelihara hidupan akuatik yang ingin tahu. Anda berada di ruang mereka, dan mereka adalah haiwan liar, jadi mereka harus menjadi orang yang datang kepada anda. Haiwan marin seperti penyu dan ikan paus boleh menjadi tertekan apabila orang ramai, terutamanya dalam kumpulan besar, terlalu rapat. Haiwan liar yang dikejar atau berasa terancam boleh menggigit atau mencederakan diri sendiri cuba melarikan diri. Beri mereka ruang, dan jika mereka memilih untuk menghubungi anda, bertenang. Jangan memikat haiwan. Walaupun memberi makan haiwan mungkin kelihatan menggoda sebagai cara untuk mereka lebih dekat dengan anda, haiwan harus dibiarkan mencari makanan sendiri supaya mereka dapat meneruskan tingkah laku semula jadi mereka dan tidak bergantung kepada manusia untuk mendapatkan makanan. Dengan memberi makan ikan atau hidupan laut lain, anda juga boleh menyebabkan mereka menjadi sakit. Jangan bawa haiwan keluar dari lautan. Haiwan seperti bintang laut bukan cenderahati. Sama ada hidup atau mati, haiwan ini menyediakan makanan untuk organisma lain, dan mengeluarkannya juga boleh membenarkan spesies invasif untuk berkembang maju. Secara umum, jauhi terumbu karang. Ia boleh mengambil masa bertahun-tahun untuk terumbu yang rosak secara tidak sengaja untuk membaiki sendiri. Terumbu karang ini adalah rumah kepada hidupan marin yang bergantung kepada mereka untuk mendapatkan makanan dan tempat tinggal. Jangan ambil mana-mana bahagian terumbu dari struktur dan keluar dari lautan, dan jika menggunakan pelindung matahari, tunggu 30 minit selepas memakainya untuk memastikan ia diserap oleh kulit. Pelindung matahari adalah salah satu pembunuh terbesar terumbu karang dengan melunturkan karang, dan ia juga boleh menjadi toksik kepada haiwan yang memanggil terumbu itu sebagai rumah. Lindungi diri anda dengan pelindung matahari yang selamat terumbu dan haiwan. Kelakuan yang melanggar garis panduan kami Jika anda menemui Pengalaman Airbnb yang melanggar Garis Panduan Kebajikan Haiwan, mengancam keselamatan hos atau tetamu kami, atau membahayakan kebajikan dan/atau pemuliharaan haiwan, sila hubungi kami. Jika berkenaan, catatkan tarikh, masa dan lokasi, serta jenis haiwan yang terlibat. Jika kami dimaklumkan bahawa Pengalaman Airbnb dan/atau hos melanggar dasar platform, piawaian komuniti atau syarat perkhidmatan kami, kami mengambil tindakan termasuk penyingkiran kekal daripada komuniti kami jika wajar. Kami sentiasa menyemak dan menyemak dasar dan perlindungan platform kami untuk menjadikan komuniti kami lebih selamat dan berkualiti."
